user_id,model,params,fold,is_final_fold,train_start,train_end,test_start,test_end,n_train,n_test,accuracy_top1,f1_macro_top1,recall@1,mrr@1,recall@3,mrr@3,recall@5,mrr@5
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",22,False,2024-12-28 12:00:34.919013-03:00,2025-06-26 12:00:34.919013-03:00,2025-06-26 12:00:34.919013-03:00,2025-07-03 12:00:34.919013-03:00,1040,89,0.0449438202247191,0.0012115704982583674,0.0449438202247191,0.0449438202247191,0.056179775280898875,0.05056179775280899,0.07865168539325842,0.05561797752808989
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",23,False,2025-01-04 12:00:34.919013-03:00,2025-07-03 12:00:34.919013-03:00,2025-07-03 12:00:34.919013-03:00,2025-07-10 12:00:34.919013-03:00,1052,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",24,False,2025-01-11 12:00:34.919013-03:00,2025-07-10 12:00:34.919013-03:00,2025-07-10 12:00:34.919013-03:00,2025-07-17 12:00:34.919013-03:00,989,16,0.0625,0.018518518518518517,0.0625,0.0625,0.0625,0.0625,0.3125,0.121875
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",25,False,2025-01-18 12:00:34.919013-03:00,2025-07-17 12:00:34.919013-03:00,2025-07-17 12:00:34.919013-03:00,2025-07-24 12:00:34.919013-03:00,1005,21,0.0,0.0,0.0,0.0,0.047619047619047616,0.023809523809523808,0.2857142857142857,0.07380952380952381
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",26,False,2025-01-25 12:00:34.919013-03:00,2025-07-24 12:00:34.919013-03:00,2025-07-24 12:00:34.919013-03:00,2025-07-31 12:00:34.919013-03:00,1018,107,0.0,0.0,0.0,0.0,0.0,0.0,0.04672897196261682,0.011682242990654205
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",27,False,2025-02-01 12:00:34.919013-03:00,2025-07-31 12:00:34.919013-03:00,2025-07-31 12:00:34.919013-03:00,2025-08-07 12:00:34.919013-03:00,1125,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",28,False,2025-02-08 12:00:34.919013-03:00,2025-08-07 12:00:34.919013-03:00,2025-08-07 12:00:34.919013-03:00,2025-08-14 12:00:34.919013-03:00,1103,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",29,False,2025-02-15 12:00:34.919013-03:00,2025-08-14 12:00:34.919013-03:00,2025-08-14 12:00:34.919013-03:00,2025-08-21 12:00:34.919013-03:00,1064,20,0.1,0.03636363636363636,0.1,0.1,0.1,0.1,0.15,0.1125
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",31,False,2025-03-01 12:00:34.919013-03:00,2025-08-28 12:00:34.919013-03:00,2025-08-28 12:00:34.919013-03:00,2025-09-04 12:00:34.919013-03:00,958,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",34,False,2025-03-22 12:00:34.919013-03:00,2025-09-18 12:00:34.919013-03:00,2025-09-18 12:00:34.919013-03:00,2025-09-25 12:00:34.919013-03:00,935,348,0.0,0.0,0.0,0.0,0.11781609195402298,0.039272030651341015,0.29022988505747127,0.08237547892720294
