model,test_start,test_end,users_in_window,total_n_test,total_n_train,accuracy_top1,f1_macro_top1,recall@1,recall@3,recall@5,mrr@1,mrr@3,mrr@5
baseline,2025-10-09 23:05:36.614007-03:00,2025-10-16 23:05:36.614007-03:00,1,174,2499,0.4942528735632184,0.11025641025641025,0.4942528735632184,0.632183908045977,0.8103448275862069,0.4942528735632184,0.5459770114942529,0.5824712643678163
baseline,2025-10-10 14:50:13.611001-03:00,2025-10-17 14:50:13.611001-03:00,1,20,2822,0.1,0.03636363636363636,0.1,0.15,0.75,0.1,0.125,0.2450000000000001
baseline,2025-10-10 17:22:14.998002-03:00,2025-10-17 17:22:14.998002-03:00,1,1096,6055,0.14416058394160583,0.005504622533283204,0.14416058394160583,0.4142335766423358,0.46897810218978103,0.14416058394160583,0.25608272506082697,0.26890206812651973
baseline,2025-10-11 08:47:57.581000-03:00,2025-10-18 08:47:57.581000-03:00,1,13,663,0.6923076923076923,0.31212121212121213,0.6923076923076923,0.7692307692307693,0.8461538461538461,0.6923076923076923,0.7307692307692307,0.7461538461538461
baseline,2025-10-11 10:28:20.800009-03:00,2025-10-18 10:28:20.800009-03:00,1,80,7700,0.1125,0.013252063144197513,0.1125,0.2,0.225,0.1125,0.15208333333333335,0.15708333333333332
baseline,2025-10-12 08:21:28.363057-03:00,2025-10-19 08:21:28.363057-03:00,1,456,5741,0.17105263157894737,0.011592178849474282,0.17105263157894737,0.4934210526315789,0.6337719298245614,0.17105263157894737,0.3092105263157893,0.3423245614035089
baseline,2025-10-12 16:59:20.925051-03:00,2025-10-19 16:59:20.925051-03:00,1,1266,45246,0.03475513428120063,0.0014839662856035653,0.03475513428120063,0.0971563981042654,0.1579778830963665,0.03475513428120063,0.06055818852027382,0.07469720905739861
baseline,2025-10-12 17:38:37.874060-03:00,2025-10-19 17:38:37.874060-03:00,1,3509,85118,0.16614420062695925,0.002110712863401036,0.16614420062695925,0.268452550584212,0.3029353092049017,0.16614420062695925,0.2107438016528925,0.21832430891992038
baseline,2025-10-13 14:14:43.247008-03:00,2025-10-20 14:14:43.247008-03:00,1,17,487,0.6470588235294118,0.2,0.6470588235294118,0.8235294117647058,0.8235294117647058,0.6470588235294118,0.7058823529411765,0.7058823529411765
baseline,2025-10-13 16:22:55.574005-03:00,2025-10-20 16:22:55.574005-03:00,1,98,5021,0.030612244897959183,0.0021482277121374865,0.030612244897959183,0.061224489795918366,0.10204081632653061,0.030612244897959183,0.044217687074829926,0.05340136054421769
baseline,2025-10-13 20:21:34.277018-03:00,2025-10-20 20:21:34.277018-03:00,1,5588,112545,0.14656406585540444,0.0012977557065994602,0.14656406585540444,0.18879742304939157,0.21080887616320687,0.14656406585540444,0.1662789310427108,0.17116439990455773
baseline,2025-10-14 19:11:24.650007-03:00,2025-10-21 19:11:24.650007-03:00,1,2,2667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,2025-10-16 09:14:25.081005-03:00,2025-10-23 09:14:25.081005-03:00,1,297,5361,0.07744107744107744,0.007526307158062673,0.07744107744107744,0.31986531986531985,0.43097643097643096,0.07744107744107744,0.18518518518518517,0.20959595959595975
baseline,2025-10-16 11:29:41.527005-03:00,2025-10-23 11:29:41.527005-03:00,1,110,3031,0.0,0.0,0.0,0.3,0.42727272727272725,0.0,0.12878787878787884,0.15424242424242426
baseline,2025-10-16 11:43:42.906010-03:00,2025-10-23 11:43:42.906010-03:00,1,726,62691,0.05096418732782369,0.0023655020298564717,0.05096418732782369,0.29614325068870523,0.3774104683195592,0.05096418732782369,0.15128558310376472,0.17105142332415035
baseline,2025-10-16 12:00:34.919013-03:00,2025-10-23 12:00:34.919013-03:00,1,39,1849,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.005128205128205128
baseline,2025-10-16 23:05:36.614007-03:00,2025-10-23 23:05:36.614007-03:00,1,25,2615,0.88,0.46808510638297873,0.88,1.0,1.0,0.88,0.94,0.94
baseline,2025-10-17 14:50:13.611001-03:00,2025-10-24 14:50:13.611001-03:00,1,3902,2842,0.09661711942593541,0.0016804512899483222,0.09661711942593541,0.4443874935930292,0.6086622245002563,0.09661711942593541,0.2333418759610514,0.2737442337263005
baseline,2025-10-17 17:22:14.998002-03:00,2025-10-24 17:22:14.998002-03:00,1,837,7151,0.017921146953405017,0.000911216388776803,0.017921146953405017,0.0955794504181601,0.24611708482676226,0.017921146953405017,0.056551174830744726,0.09221425726802078
baseline,2025-10-18 08:47:57.581000-03:00,2025-10-25 08:47:57.581000-03:00,1,10,635,0.5,0.3466666666666667,0.5,0.8,0.9,0.5,0.6166666666666666,0.6366666666666666
baseline,2025-10-18 10:28:20.800009-03:00,2025-10-25 10:28:20.800009-03:00,1,48,7511,0.041666666666666664,0.008673469387755102,0.041666666666666664,0.10416666666666667,0.16666666666666666,0.041666666666666664,0.06944444444444443,0.08298611111111111
baseline,2025-10-19 08:21:28.363057-03:00,2025-10-26 08:21:28.363057-03:00,1,441,6197,0.12018140589569161,0.00595173698111629,0.12018140589569161,0.3356009070294785,0.48072562358276644,0.12018140589569161,0.21504157218442932,0.24758125472411194
baseline,2025-10-19 16:59:20.925051-03:00,2025-10-26 16:59:20.925051-03:00,1,850,46429,0.03529411764705882,0.0005439611249116064,0.03529411764705882,0.08941176470588236,0.11764705882352941,0.03529411764705882,0.06000000000000001,0.06664705882352945
baseline,2025-10-19 17:38:37.874060-03:00,2025-10-26 17:38:37.874060-03:00,1,3072,87478,0.11783854166666667,0.0016471316249271988,0.11783854166666667,0.2604166666666667,0.3678385416666667,0.11783854166666667,0.17740885416666582,0.20201822916666634
baseline,2025-10-20 14:14:43.247008-03:00,2025-10-27 14:14:43.247008-03:00,1,28,437,0.32142857142857145,0.05142857142857142,0.32142857142857145,0.6071428571428571,0.6428571428571429,0.32142857142857145,0.4642857142857143,0.4714285714285714
baseline,2025-10-20 16:22:55.574005-03:00,2025-10-27 16:22:55.574005-03:00,1,96,4793,0.03125,0.0012864493996569467,0.03125,0.0625,0.08333333333333333,0.03125,0.046875,0.05104166666666667
baseline,2025-10-20 20:21:34.277018-03:00,2025-10-27 20:21:34.277018-03:00,1,4512,118133,0.17486702127659576,0.001804119291385845,0.17486702127659576,0.2511081560283688,0.2637411347517731,0.17486702127659576,0.20811170212765967,0.21064937943262416
baseline,2025-10-23 09:14:25.081005-03:00,2025-10-30 09:14:25.081005-03:00,1,266,5510,0.07142857142857142,0.0033068783068783067,0.07142857142857142,0.16165413533834586,0.18045112781954886,0.07142857142857142,0.10526315789473681,0.10958646616541351
baseline,2025-10-23 11:43:42.906010-03:00,2025-10-30 11:43:42.906010-03:00,1,366,59786,0.14754098360655737,0.006428571428571427,0.14754098360655737,0.453551912568306,0.6120218579234973,0.14754098360655737,0.2759562841530056,0.31475409836065577
baseline,2025-10-23 12:00:34.919013-03:00,2025-10-30 12:00:34.919013-03:00,1,233,1885,0.10300429184549356,0.004915011263567479,0.10300429184549356,0.18454935622317598,0.33476394849785407,0.10300429184549356,0.14020028612303292,0.17195994277539337
baseline,2025-10-23 23:05:36.614007-03:00,2025-10-30 23:05:36.614007-03:00,1,94,2593,0.7021276595744681,0.13749999999999998,0.7021276595744681,0.8085106382978723,0.9893617021276596,0.7021276595744681,0.7429078014184394,0.785460992907801
baseline,2025-10-24 14:50:13.611001-03:00,2025-10-31 14:50:13.611001-03:00,1,1158,6744,0.2694300518134715,0.012863327149041434,0.2694300518134715,0.7046632124352331,0.7858376511226253,0.2694300518134715,0.4563903281519856,0.47297063903281406
baseline,2025-10-24 17:22:14.998002-03:00,2025-10-31 17:22:14.998002-03:00,1,1005,7988,0.046766169154228855,0.0022508110252269786,0.046766169154228855,0.2308457711442786,0.4099502487562189,0.046766169154228855,0.11973466003316717,0.1596351575456053
baseline,2025-10-25 08:47:57.581000-03:00,2025-11-01 08:47:57.581000-03:00,1,15,553,0.6,0.39999999999999997,0.6,0.6,0.8,0.6,0.6,0.6466666666666666
baseline,2025-10-25 10:28:20.800009-03:00,2025-11-01 10:28:20.800009-03:00,1,259,6964,0.15057915057915058,0.01607228530305453,0.15057915057915058,0.4092664092664093,0.6023166023166023,0.15057915057915058,0.25611325611325614,0.30379665379665355
baseline,2025-10-25 12:17:11.443010-03:00,2025-11-01 12:17:11.443010-03:00,1,4912,59283,0.05741042345276873,0.00047417830113012497,0.05741042345276873,0.13131107491856678,0.15390879478827363,0.05741042345276873,0.08937296416938094,0.09449307817589553
baseline,2025-10-26 08:21:28.363057-03:00,2025-11-02 08:21:28.363057-03:00,1,566,6638,0.15901060070671377,0.006847183317771553,0.15901060070671377,0.4840989399293286,0.6395759717314488,0.15901060070671377,0.28857479387514745,0.3267373380447588
baseline,2025-10-26 16:59:20.925051-03:00,2025-11-02 16:59:20.925051-03:00,1,792,47106,0.039141414141414144,0.0007442619802170364,0.039141414141414144,0.10606060606060606,0.13383838383838384,0.039141414141414144,0.06860269360269361,0.0751052188552189
baseline,2025-10-26 17:38:37.874060-03:00,2025-11-02 17:38:37.874060-03:00,1,2032,88626,0.06988188976377953,0.0010205841766329348,0.06988188976377953,0.1953740157480315,0.28641732283464566,0.06988188976377953,0.12286745406824182,0.14402887139107615
baseline,2025-10-27 14:14:43.247008-03:00,2025-11-03 14:14:43.247008-03:00,1,20,442,0.75,0.44537815126050423,0.75,0.9,1.0,0.75,0.825,0.845
baseline,2025-10-27 16:22:55.574005-03:00,2025-11-03 16:22:55.574005-03:00,1,96,4284,0.020833333333333332,0.0012311480455524776,0.020833333333333332,0.14583333333333334,0.1875,0.020833333333333332,0.08159722222222222,0.09097222222222222
baseline,2025-10-27 20:21:34.277018-03:00,2025-11-03 20:21:34.277018-03:00,1,9039,122645,0.08629273149684699,0.0007221620420520511,0.08629273149684699,0.19194601172696094,0.1968138068370395,0.08629273149684699,0.13624294722867578,0.13729948003097703
baseline,2025-10-30 09:14:25.081005-03:00,2025-11-06 09:14:25.081005-03:00,1,377,5672,0.09018567639257294,0.003150655807411768,0.09018567639257294,0.27055702917771884,0.33156498673740054,0.09018567639257294,0.17152961980548193,0.18545534924845275
baseline,2025-10-30 11:43:42.906010-03:00,2025-11-06 11:43:42.906010-03:00,1,990,56352,0.19090909090909092,0.011140911904270684,0.19090909090909092,0.5282828282828282,0.7131313131313132,0.19090909090909092,0.3205387205387187,0.36175084175083855
baseline,2025-10-30 12:00:34.919013-03:00,2025-11-06 12:00:34.919013-03:00,1,469,2107,0.19402985074626866,0.0066703352855626745,0.19402985074626866,0.44562899786780386,0.535181236673774,0.19402985074626866,0.3173418621179816,0.3381307746979389
baseline,2025-10-30 23:05:36.614007-03:00,2025-11-06 23:05:36.614007-03:00,1,23,2578,0.6956521739130435,0.2735042735042735,0.6956521739130435,0.9130434782608695,1.0,0.6956521739130435,0.8043478260869565,0.8217391304347825
baseline,2025-10-31 14:50:13.611001-03:00,2025-11-07 14:50:13.611001-03:00,1,337,7902,0.22551928783382788,0.017525654329528424,0.22551928783382788,0.5934718100890207,0.7418397626112759,0.22551928783382788,0.3783382789317508,0.41439169139465887
baseline,2025-10-31 17:22:14.998002-03:00,2025-11-07 17:22:14.998002-03:00,1,733,8993,0.0927694406548431,0.006329031409299884,0.0927694406548431,0.1855388813096862,0.3096862210095498,0.0927694406548431,0.1280127330604819,0.15857207821737138
baseline,2025-11-01 08:47:57.581000-03:00,2025-11-08 08:47:57.581000-03:00,1,15,533,0.6666666666666666,0.3321123321123321,0.6666666666666666,0.7333333333333333,0.7333333333333333,0.6666666666666666,0.6888888888888889,0.6888888888888889
baseline,2025-11-01 10:28:20.800009-03:00,2025-11-08 10:28:20.800009-03:00,1,17,7205,0.058823529411764705,0.025,0.058823529411764705,0.058823529411764705,0.35294117647058826,0.058823529411764705,0.058823529411764705,0.12352941176470589
baseline,2025-11-01 12:17:11.443010-03:00,2025-11-08 12:17:11.443010-03:00,1,3801,64195,0.061036569323862144,0.0007146014325910616,0.061036569323862144,0.21915285451197053,0.2496711391739016,0.061036569323862144,0.12680873454354064,0.13409629044988094
baseline,2025-11-02 08:21:28.363057-03:00,2025-11-09 08:21:28.363057-03:00,1,486,7204,0.10082304526748971,0.0046083356636164065,0.10082304526748971,0.4074074074074074,0.5432098765432098,0.10082304526748971,0.23971193415637854,0.27242798353909453
baseline,2025-11-02 16:59:20.925051-03:00,2025-11-09 16:59:20.925051-03:00,1,739,47710,0.012178619756427604,0.00017843335514185451,0.012178619756427604,0.06359945872801083,0.10013531799729364,0.012178619756427604,0.03473161930536761,0.04312133513757328
baseline,2025-11-02 17:38:37.874060-03:00,2025-11-09 17:38:37.874060-03:00,1,1997,88706,0.03455182774161242,0.000552030913731169,0.03455182774161242,0.16975463194792187,0.2704056084126189,0.03455182774161242,0.09005174428309135,0.11286095810382263
baseline,2025-11-03 14:14:43.247008-03:00,2025-11-10 14:14:43.247008-03:00,1,26,418,0.3076923076923077,0.2173913043478261,0.3076923076923077,0.34615384615384615,0.38461538461538464,0.3076923076923077,0.32051282051282054,0.3301282051282052
baseline,2025-11-03 16:22:55.574005-03:00,2025-11-10 16:22:55.574005-03:00,1,229,4049,0.10480349344978165,0.005536467751657625,0.10480349344978165,0.14847161572052403,0.1965065502183406,0.10480349344978165,0.12227074235807858,0.1336244541484716
baseline,2025-11-03 20:21:34.277018-03:00,2025-11-10 20:21:34.277018-03:00,1,6586,131684,0.08168843000303674,0.0007025057780447358,0.08168843000303674,0.1788642575159429,0.2055876100819921,0.08168843000303674,0.12799878530215614,0.13390525356817523
baseline,2025-11-06 09:14:25.081005-03:00,2025-11-13 09:14:25.081005-03:00,1,225,5922,0.057777777777777775,0.0056275053962380524,0.057777777777777775,0.36,0.36444444444444446,0.057777777777777775,0.19037037037037044,0.19125925925925935
baseline,2025-11-06 11:43:42.906010-03:00,2025-11-13 11:43:42.906010-03:00,1,434,53622,0.20276497695852536,0.013486590038314176,0.20276497695852536,0.4815668202764977,0.6221198156682027,0.20276497695852536,0.3149001536098306,0.3463517665130567
baseline,2025-11-06 12:00:34.919013-03:00,2025-11-13 12:00:34.919013-03:00,1,126,2519,0.015873015873015872,0.003952569169960474,0.015873015873015872,0.05555555555555555,0.07142857142857142,0.015873015873015872,0.03306878306878307,0.03703703703703704
baseline,2025-11-06 23:05:36.614007-03:00,2025-11-13 23:05:36.614007-03:00,1,15,2570,0.6,0.375,0.6,1.0,1.0,0.6,0.7333333333333336,0.7333333333333336
baseline,2025-11-07 14:50:13.611001-03:00,2025-11-14 14:50:13.611001-03:00,1,465,8239,0.410752688172043,0.018197408536585365,0.410752688172043,0.7290322580645161,0.7870967741935484,0.410752688172043,0.5387096774193545,0.5520430107526878
baseline,2025-11-07 17:22:14.998002-03:00,2025-11-14 17:22:14.998002-03:00,1,905,9726,0.0718232044198895,0.003069639461604978,0.0718232044198895,0.3988950276243094,0.4696132596685083,0.0718232044198895,0.1826887661141801,0.1975506445672188
baseline,2025-11-08 08:47:57.581000-03:00,2025-11-15 08:47:57.581000-03:00,1,11,534,0.7272727272727273,0.5555555555555555,0.7272727272727273,0.9090909090909091,0.9090909090909091,0.7272727272727273,0.8030303030303029,0.8030303030303029
baseline,2025-11-08 12:17:11.443010-03:00,2025-11-15 12:17:11.443010-03:00,1,2134,67996,0.06232427366447985,0.000670489633877371,0.06232427366447985,0.14339268978444236,0.19259606373008434,0.06232427366447985,0.09786004373633252,0.10812246173070918
baseline,2025-11-09 16:59:20.925051-03:00,2025-11-16 16:59:20.925051-03:00,1,701,48171,0.028530670470756064,0.0004365049052238725,0.028530670470756064,0.07417974322396577,0.16690442225392296,0.028530670470756064,0.0499286733238231,0.06975748930099873
baseline,2025-11-09 17:38:37.874060-03:00,2025-11-16 17:38:37.874060-03:00,1,2581,89714,0.08136381247578459,0.0010099577020095754,0.08136381247578459,0.19062378922898102,0.26811313444401397,0.08136381247578459,0.1279219940591503,0.1453764690688362
baseline,2025-11-10 14:14:43.247008-03:00,2025-11-17 14:14:43.247008-03:00,1,27,414,0.2222222222222222,0.22043010752688172,0.2222222222222222,0.6296296296296297,0.7777777777777778,0.2222222222222222,0.37654320987654316,0.40617283950617283
baseline,2025-11-10 16:22:55.574005-03:00,2025-11-17 16:22:55.574005-03:00,1,92,3788,0.021739130434782608,0.0020408163265306124,0.021739130434782608,0.10869565217391304,0.15217391304347827,0.021739130434782608,0.05253623188405797,0.06340579710144927
baseline,2025-11-10 20:21:34.277018-03:00,2025-11-17 20:21:34.277018-03:00,1,16450,138270,0.046261398176291796,0.0004001439676982336,0.046261398176291796,0.08966565349544073,0.1033434650455927,0.046261398176291796,0.0676190476190476,0.07047011144883499
baseline,2025-11-13 09:14:25.081005-03:00,2025-11-20 09:14:25.081005-03:00,1,346,5926,0.13005780346820808,0.008051766721264245,0.13005780346820808,0.2514450867052023,0.3236994219653179,0.13005780346820808,0.18304431599229296,0.19879576107899827
baseline,2025-11-13 11:43:42.906010-03:00,2025-11-20 11:43:42.906010-03:00,1,1137,46854,0.05013192612137203,0.000900730065421447,0.05013192612137203,0.24098504837291118,0.2805628847845207,0.05013192612137203,0.12796833773087055,0.13698328935795934
baseline,2025-11-13 12:00:34.919013-03:00,2025-11-20 12:00:34.919013-03:00,1,93,2633,0.07526881720430108,0.004025301897642323,0.07526881720430108,0.15053763440860216,0.3333333333333333,0.07526881720430108,0.1111111111111111,0.15627240143369175
baseline,2025-11-13 23:05:36.614007-03:00,2025-11-20 23:05:36.614007-03:00,1,29,2537,0.034482758620689655,0.013333333333333332,0.034482758620689655,0.20689655172413793,0.7931034482758621,0.034482758620689655,0.09195402298850575,0.23850574712643674
baseline,2025-11-14 17:22:14.998002-03:00,2025-11-21 17:22:14.998002-03:00,1,1246,10577,0.18860353130016053,0.005819027671495402,0.18860353130016053,0.3346709470304976,0.4582664526484751,0.18860353130016053,0.24785981808453736,0.27430444087747385
baseline,2025-11-15 08:47:57.581000-03:00,2025-11-22 08:47:57.581000-03:00,1,18,530,0.5,0.2530612244897959,0.5,0.7222222222222222,0.8333333333333334,0.5,0.6018518518518519,0.6296296296296297
baseline,2025-11-16 16:59:20.925051-03:00,2025-11-23 16:59:20.925051-03:00,1,932,48043,0.04935622317596566,0.0004858881189792124,0.04935622317596566,0.11695278969957082,0.1630901287553648,0.04935622317596566,0.08226037195994276,0.09336552217453506
baseline,2025-11-16 17:38:37.874060-03:00,2025-11-23 17:38:37.874060-03:00,1,1782,89495,0.11672278338945005,0.0018337300537776603,0.11672278338945005,0.23961840628507294,0.3153759820426487,0.11672278338945005,0.16835016835016844,0.18521324354657667
